,lines,character,episode,season
18,"I know, he's probably the only honest mechanic in New York.",JERRY,107,6
19,...so he stole my move and he's using it on Elaine.,JERRY,107,6
20,Can I just get it opened first?,JERRY,107,6
21,"All right, all right. Here. (hands George a piece of the candy bar).",JERRY,107,6
22,You feel better?,JERRY,107,6
23,Nancy Klopper?,JERRY,107,6
24,"All right, George. I'm gonna tell you. But I just wanna make sure, before---",JERRY,107,6
25,"It's not even a question of that. The point is when something like this is passed along, one must be certain that it's going to be used in a *conscientious* way. This is not some parlor trick to be used---",JERRY,107,6
26,All right. On your bed. You got a headboard? You'll need a headboard.,JERRY,107,6
27,Is it padded?,JERRY,107,6
28,Good. How tall is she?,JERRY,107,6
29,"You can't have more than a one-foot differential in your heights. Otherwise, you could really hurt your neck.",JERRY,107,6
30,"George, if you could master this, you'll never be alone again.",JERRY,107,6
31,"Now, the ending is kind of an option. I use the swirl. I like the swirl. I'm comfortable with the swirl. *I* feel the swirl is a great capper. He uses the pinch, which I find a little presumptuous.",JERRY,107,6
32,"I prefer clockwise, but it's not written in stone.",JERRY,107,6
33,What is it?,JERRY,107,6
34,When did you do this?,JERRY,107,6
35,Oh... Why Fusilli?,JERRY,107,6
36,"Well, thank you very much.",JERRY,107,6
37,Assman?,JERRY,107,6
38,"Who would order a license plate that says ""Assman""?",JERRY,107,6
39,It doesn't have to be someone who gets a lot of women. It could be just some guy with a big ass.,JERRY,107,6
40,Yeah. Proctologist.,JERRY,107,6
41,I'll tell you where I'd like to stick it.,JERRY,107,6
42,"Hey, David.",JERRY,107,6
43,"Hey, what's the story? I hear you're doing my move.",JERRY,107,6
44,What move? *My* move. The one I told you about. You used it on Elaine.,JERRY,107,6
45,"The ending is the whole thing. Without the ending, it's nothing. You had *nothing*.",JERRY,107,6
46,Swirl.,JERRY,107,6
47,"Oh, yeah, I know. You do the *pinch*.",JERRY,107,6
48,"You can't come up with your own stuff , so you *steal* other peoples? You're nothing but a hack.",JERRY,107,6
49,"Well, I'll tell you what I'll do, you know. If you wanna do it out of town...okay. But not in the city.",JERRY,107,6
50,Fine.,JERRY,107,6
51,You must have done *something* wrong. You probably screwed up the order. Did you close with the swirl?,JERRY,107,6
52,"Oh my god. Yes, you close with the swirl. There's a progression there. I told you to write it down.",JERRY,107,6
53,Yeah?,JERRY,107,6
54,C'mon up. (turns to George) You know what? Do me a favor. Don't even do the move anymore. You're gonna give it a bad name.,JERRY,107,6
55,"Hello? Yeah, this is Jerry Seinfeld. What? Twenty-eight hundred dollars?!! That's the estimate on my car?!! No, don't even do anything. I'm gonna think about it. Okay, bye.",JERRY,107,6
56,Except that it's not Putty.,JERRY,107,6
57,"Eh, we had a little fight about the move. I took her to this other place. I think they might be trying to screw me.",JERRY,107,6
58,"Hey, Elaine.",JERRY,107,6
59,Is it something I said?,JERRY,107,6
60,Really?,JERRY,107,6
61,What is it?,JERRY,107,6
62,Huh.,JERRY,107,6
63,Listen. I need you to do me a favor. When's the next time you're gonna see him?,JERRY,107,6
64,You gotta get an estimate on my car from him. I think this garage is trying to screw me.,JERRY,107,6
65,"Well, look. Here's the work order with everything that broke. Just kind of bring it up at the right time and find out. (hands Elaine the work order)",JERRY,107,6
66,"That's, uh, Fusilli Jerry.",JERRY,107,6
67,Yeah. Kramer made it.,JERRY,107,6
68,"Hey, Assman!",JERRY,107,6
69,Hi.,JERRY,107,6
70,"Sixteen hundred dollars? That's all? *Ooh*, they are ripping me off.",JERRY,107,6
71,"Well, that's it. I'm going back to Putty. No move is worth this.",JERRY,107,6
72,Are you kidding? He can do every move I've ever done! Do you know what a good mechanic is worth? You can't compare that to sex.,JERRY,107,6
73,"Hi, Mr. Constanza. What's uh...?",JERRY,107,6
74,I don't know. Why?,JERRY,107,6
75,What do you mean?,JERRY,107,6
76,"Really, stopping short. That's a good move.",JERRY,107,6
77,Hey.,JERRY,107,6
78,"Oh, my god!",JERRY,107,6
79,"If I wasn't there, I wouldn't have believed it.",JERRY,107,6
80,He had to use cork-screw pasta.,JERRY,107,6
81,Assman!,JERRY,107,6
0,"Look at that. They got lobster on the menu. Who would order a lobster here. I mean, do they bring a lobster in everyday hoping *todays* the day.",GEORGE,107,6
1,"You know, I think we really need to be in front of a television set. You take T.V. out of this relationship, it is *just* torture.",GEORGE,107,6
2,"An eye job? Ma, you don't need an eye job.",GEORGE,107,6
3,"No, you're not a divorcee. Youÿre just separated. You're---you're a separatee.",GEORGE,107,6
4,"No, you're not out there.",GEORGE,107,6
5,"You're not out there! You can't be, because *I* am out there. And if I see *you* out there, there's not enough voltage in this world to electroshock me back into coherence!",GEORGE,107,6
6,Tuesday? I can't do it Tuesday. Steinbrenner needs me to run---,GEORGE,107,6
7,"Kramer, hey, hey! (Gets up out of his seat)",GEORGE,107,6
8,Come on over and sit down.,GEORGE,107,6
9,"No, you're gonna sit down, you son of a gun...",GEORGE,107,6
10,She's not out there!,GEORGE,107,6
11,"Hey, Kramer, what are you doing Tuesday?",GEORGE,107,6
12,Why doesn't *he* pick you up after the operation. He's got the car with the bench seats that you like.,GEORGE,107,6
13,"Well, giddy-up!",GEORGE,107,6
14,"You told David Putty your move and you didn't tell *me*? I *need* a move. You know I have no moves, Jerry. (points to the candy bar) Gimme a bite.",GEORGE,107,6
15,I can't believe you're hoarding sex moves. I'm out there rubbing two sticks together. You walk around with a zippo.,GEORGE,107,6
16,"(takes a bite) Oh, that's good. That's very good.",GEORGE,107,6
17,"Yeah, much better. All right, so what's the move, because I need *something*. This woman I'm dating, it's like she's doing her nails during love-making.",GEORGE,107,6
18,"Yeah. Never seen anyone so bored. I'm working like a dog here. Give me a moan. *Something*. I'd settle for a belch, for god's sake. All right, come on, let's have it.",GEORGE,107,6
19,"Yeah, yeah, yeah. It's in the vault. I'm putting it in the vault.",GEORGE,107,6
20,You're gonna tell me...or not.,GEORGE,107,6
21,I got a headboard.,GEORGE,107,6
22,No.,GEORGE,107,6
23,Five-foot four. Why?,GEORGE,107,6
24,I can't tell ya how much I appreciate this.,GEORGE,107,6
25,Is it a clockwise swirl?,GEORGE,107,6
26,"So, did you get your new plates?",GEORGE,107,6
27,What do they say?,GEORGE,107,6
28,Maybe they're Wilt Chamberlain's.,GEORGE,107,6
29,Come on! No doctor would put that on his car.,GEORGE,107,6
30,"So, where you gonna stick this (points to the Fusilli Jerry)",GEORGE,107,6
31,"(pops his head out of the covers, looking a bit confused) Uh...you know, uh...pleasuring you.",GEORGE,107,6
32,You don't like the move?,GEORGE,107,6
33,You're kidding.,GEORGE,107,6
34,Sorry. I'll just go back to my usual routine.,GEORGE,107,6
35,Supposed to close with the swirl?,GEORGE,107,6
36,"Yeah, yeah, should've written it down.",GEORGE,107,6
37,"What's to think about? If Putty says it's what it is, it's what it is. He's not gonna cheat you.",GEORGE,107,6
38,What happened to Putty?,GEORGE,107,6
39,"Well, of course they're trying to screw you. What do you think? That's what they do. They can make up anything. Nobody knows. ""By the way, you need a new Johnson rod in there."" ""Oh, a Johnson rod. Yeah, well, you better put one of those on.""",GEORGE,107,6
40,Let me ask you a question. This new move. Is there a knuckle involved in any way?,GEORGE,107,6
41,I think that's mine.,GEORGE,107,6
42,"All right, listen, I'll see you guys later.",GEORGE,107,6
43,It just came to me.,GEORGE,107,6
44,You mean in the end?,GEORGE,107,6
45,A counter-clockwise swirl.,GEORGE,107,6
46,What?,GEORGE,107,6
47,Nothing. I don't know...just a little dirt.,GEORGE,107,6
48,It's a very complicated move! I couldn't remember it all.,GEORGE,107,6
49,"You know, it's not the S.A.T.s!",GEORGE,107,6
50,They say this guy's the best.,GEORGE,107,6
51,(stands up) I am.,GEORGE,107,6
52,"Ma, don't cry!",GEORGE,107,6
53,"Ma, your eyes!",GEORGE,107,6
0,"Yeah. What, is it a problem?",ELAINE,107,6
1,"Well, I guess he figured you just wouldn't care. It *has* been a few years.",ELAINE,107,6
2,"Oh, god.",ELAINE,107,6
3,"Oh, yeah. Right, right. Well, all those mechanics do is work all day with their hands and their *big*, *muscular* arms on machines, and then they come home dripping with animal sexuality like Stanley Kowalski. What a huge turn-off that is.",ELAINE,107,6
4,Fine.,ELAINE,107,6
5,No.,ELAINE,107,6
6,"No, nothing.",ELAINE,107,6
7,I was with David *Putty* last night.,ELAINE,107,6
8,He did the move.,ELAINE,107,6
9,You know...*the* move.,ELAINE,107,6
10,"Yes, yes.",ELAINE,107,6
11,Jerry! There is no confusing *that* move with any other move.,ELAINE,107,6
12,What else did you tell (reaches over to slap Jerry) him. (does it again) The two of you must have had *quite* a little chat!,ELAINE,107,6
13,Because of all the pistons and the lube jobs?,ELAINE,107,6
14,"Well, wait---wait a second.",ELAINE,107,6
15,Isn't that a little...rash?,ELAINE,107,6
16,"Yeah, but...*I* like the move.",ELAINE,107,6
17,"Well, he doesn't even do it exactly the same. He--he--he uses a pinch at the end instead of the *swirl*!",ELAINE,107,6
18,"You know, it's strange, because he's such an honest mechanic.",ELAINE,107,6
19,"Oh, god! Oh, god, Dave! Oh, yes! Yes!",ELAINE,107,6
20,What?!!,ELAINE,107,6
21,What?,ELAINE,107,6
22,"Oh, oh, come on, please?",ELAINE,107,6
23,"Oh, so---so that's it?",ELAINE,107,6
24,"Yeah, yeah, hello.",ELAINE,107,6
25,Yes! As a matter of fact! David Putty won't do the move anymore.,ELAINE,107,6
26,"Oh, he's come up with some other move. You should see this thing.",ELAINE,107,6
27,"Oh, it's a lot of just fancy-shmancy stuff. You know what it's like? It's like a big budget movie with a story that goes *nowhere*.",ELAINE,107,6
28,"I mean, this move is no good, Jerry. It's just taking up a lot of my time. And I...will not stand by and allow him to perform this move on me, when a perfectly good move is just sitting in the barn doing nothing!",ELAINE,107,6
29,"Yes. As a matter of fact, there is.",ELAINE,107,6
30,I'm not surprised.,ELAINE,107,6
31,Why?,ELAINE,107,6
32,An estimate? How am I supposed to do that?,ELAINE,107,6
33,(takes the work order and points to the Fusilli Jerry sitting on the table) What? What is this?,ELAINE,107,6
34,Fusilli Jerry?,ELAINE,107,6
35,Hi.,ELAINE,107,6
36,"Hey, let me ask you a question.",ELAINE,107,6
37,What do you charge for blown shocks?,ELAINE,107,6
38,"Two, three hundred?",ELAINE,107,6
39,Ah.,ELAINE,107,6
40,What about a bad gasket?,ELAINE,107,6
41,Yeah. Like a terrible gasket.,ELAINE,107,6
42,"Nothing, nothing. I'm just taking an interest in what you...do.",ELAINE,107,6
43,Oh...any kind of---of a Swedish car.,ELAINE,107,6
44,Oh.,ELAINE,107,6
45,Is that with the parts and labor?,ELAINE,107,6
46,Hmm.,ELAINE,107,6
47,"Oh, no. No, David. No, please. Not the knuckle....",ELAINE,107,6
48,So what are you going to do?,ELAINE,107,6
49,Oh! You mean you don't care if he does the move anymore?,ELAINE,107,6
50,Me either.,ELAINE,107,6
0,"Hi, little buddy.",KRAMER,107,6
1,"Hey, listen, I gotta go somewhere.",KRAMER,107,6
2,"All right, I'm sitting down. How are you? (Kisses Estelle on the cheek)",KRAMER,107,6
3,"Oh, yeah, good for you. Hey, you have to look your best. You're out there now.",KRAMER,107,6
4,"So, who is your doctor?",KRAMER,107,6
5,(whistles). He's good. He's *very* good. He worked on this kid from Guatemala with no nose. Turned him into Ricardo Montalban.,KRAMER,107,6
6,Tuesday? Uh...,KRAMER,107,6
7,"Yeah, I know, but I can't drive anybody anywhere until I go down to the motor vehicle bureau and get my new plates.",KRAMER,107,6
8,"Yeah, I'm here to pick up my new plates. My name is Kramer. Cosmo Kramer.",KRAMER,107,6
9,All righty...,KRAMER,107,6
10,"(signs it) Okay. (The clerk hands him a manila envelope). Thanks. (opens up the envelope) Assman? Oh, no, these don't belong to me. I'm not the Assman. I think there's been a mistake.",KRAMER,107,6
11,Cosmo Kramer.,KRAMER,107,6
12,No! I'm not the Assman.,KRAMER,107,6
13,"Here you go, buddy. (shows it to Jerry).",KRAMER,107,6
14,*Fusilli* Jerry! It's made from Fusilli pasta. See the microphone?,KRAMER,107,6
15,"In my spare time. (turns to George). You know, I'm working on one of you, George. I'm using ravioli. See, the hard part is to find a pasta that captures the individual.",KRAMER,107,6
16,Because *you're* silly. Get it? (hands the Fusilli to Jerry) Yeah...,KRAMER,107,6
17,Oh...yeah. I got my new plates. But they mixed them up. Somebody got mine and I got their *vanity* plates.,KRAMER,107,6
18,Assman.,KRAMER,107,6
19,"Yeah. Assman, Jerry. I'm Cosmo Kramer, the Assman!",KRAMER,107,6
20,"Yeah, or it could be a proctologist.",KRAMER,107,6
21,"Have you ever *met* a proctologist? Well, they usually have a very good sense of humor. You meet a proctologist at a party, don't walk away. *Plant* yourself there, because you will hear the funniest stories you've ever heard. See, no one wants to admit to them that they *stuck* something up there. Never! It's always an accident. Every proctologist story ends in the same way: ""It was a million to one shot, Doc. Million to one.""",KRAMER,107,6
22,Oh! There's my phone. (He leaves),KRAMER,107,6
23,"""Call me. Thirty-six, twenty-four, forty-six. I think I have what you're looking for."" (Pleased by the note, Kramer stumbles into his car).",KRAMER,107,6
24,"Ah, yeah. Doctor Cosmo Kramer. (points to plate) Proctology.",KRAMER,107,6
25,Thanks. Have a good day.,KRAMER,107,6
26,I just can't get over how fantastic you look.,KRAMER,107,6
27,"Oh, yeah. This takes twenty years off.",KRAMER,107,6
28,"Oh, yeah.",KRAMER,107,6
29,You got that straight!,KRAMER,107,6
30,"Hey, well, this is Sally.",KRAMER,107,6
31,Shall we go?,KRAMER,107,6
32,Hey.,KRAMER,107,6
33,"Hey, Frank.",KRAMER,107,6
34,"C'mon, Frank, relax. I don't even know what you're talking about.",KRAMER,107,6
35,Bro.,KRAMER,107,6
36,Bro!,KRAMER,107,6
37,"Jerry. Jerry, come here. Take a look at this.",KRAMER,107,6
38,The name on the boat. Look at it.,KRAMER,107,6
39,"Yeah (points towards the doctor's office), he's the Assman! Jerry, *he's* the Assman!",KRAMER,107,6
40,"Yeah, excuse me, uh... You didn't by any chance recently get the wrong license plates?",KRAMER,107,6
41,So...you're the Assman.,KRAMER,107,6
0,"What time does your flight get in? Six? All right, that gives us six hours. Then I'll meet you at the diplomat's club. I'll be the one without the big red sash. Okay, see you tonight. (Hangs up)",JERRY,108,6
1,"Yep, she's not gonna be back for a month, but I got six hours.",JERRY,108,6
2,"I do, but it's three o'clock and then I'm flying right back and meeting Bridget at the Diplomat's Club in the airport.",JERRY,108,6
3,So that's it? You know I never even met the guy.,JERRY,108,6
4,You're marchin' in.,JERRY,108,6
5,Hey. Elaine's quitting.,JERRY,108,6
6,How 'bout the march out?,JERRY,108,6
7,Get a march goin'! March it! (She exits),JERRY,108,6
8,Why?,JERRY,108,6
9,What for?,JERRY,108,6
10,Isn't putting this guy's picture on your desk a little transparent?,JERRY,108,6
11,"Yes, I know. I've flown before.",JERRY,108,6
12,No.,JERRY,108,6
13,I don't care.,JERRY,108,6
14,Who?,JERRY,108,6
15,"I don't care, why are you telling me this?",JERRY,108,6
16,Why would I freak out? (To himself) Pilot...,JERRY,108,6
17,"Hey, all right. Good afternoon Ithaca. Welcome, good to see you here... Boy, I'll tell you, there's an awful lot of those orange cones you have on the throughway... (Sees pilot) on the way... up here... um... I..",JERRY,108,6
18,"No, it didn't. And you know why? Seeing the pilot in the audience really freaked me out.",JERRY,108,6
19,"If you hadn't mentioned anything, I would have been fine. I became obsessed with him.",JERRY,108,6
20,"Oh, it doesn't matter now.",JERRY,108,6
21,"Yeah, you're on top of it, and I'm on the bottom!",JERRY,108,6
22,(To Katie) What is the complication?,JERRY,108,6
23,Yes?,JERRY,108,6
24,What?,JERRY,108,6
25,I didn't care.,JERRY,108,6
26,He can't just throw me off the plane!,JERRY,108,6
27,But I'm not a disturbance!,JERRY,108,6
28,But someone is waiting for me!,JERRY,108,6
29,I'm freakin' out! I am freakin' out!,JERRY,108,6
30,Which one do you think I want?,JERRY,108,6
31,Then we'll make it the eight.,JERRY,108,6
32,Hotel?,JERRY,108,6
33,"No, no, no. I have to get home tonight. Bridget's gonna be waiting for me at the Diplomat's Club. Rent a car.",JERRY,108,6
34,"I don't have a preference, okay! Just make a decision yourself! Stop bothering me with every minor little detail, please?",JERRY,108,6
35,George.,JERRY,108,6
36,"I'm still here. Listen, you gotta go down to the Diplomat's Club...",JERRY,108,6
37,"Carl, I think.",JERRY,108,6
38,"Yeah, he was nice.",JERRY,108,6
39,Defent.,JERRY,108,6
40,You need an exterminator?,JERRY,108,6
41,"Oh, don't tell me. 'Cause he's black?",JERRY,108,6
42,"George, George!",JERRY,108,6
43,"Hello, this is Jerry Seinfeld. Is Elaine there?",JERRY,108,6
44,"Elaine, I need you to do me a big favor. I need you to go down to the Diplomat's Club and meet Bridget for me. I'm going to be late.",JERRY,108,6
45,"Right, I don't want Bridget to think I stood her up. I'll never get another date with her. She'll freak out.",JERRY,108,6
46,I am a little freaked out!,JERRY,108,6
47,"All right, but you have to go now.",JERRY,108,6
48,(Wakes up) Where are we?,JERRY,108,6
49,Is this even a road?,JERRY,108,6
50,What? Why didn't you wake me up?,JERRY,108,6
51,"No, road is a major detail!",JERRY,108,6
52,(Pointing ahead) Look out!,JERRY,108,6
53,That's it! No more questions! I don't care!,JERRY,108,6
54,Bridget!,JERRY,108,6
55,"Oh, I'm so sorry. I got stuck out of town. I missed our whole time together.",JERRY,108,6
56,"Really? (They start to make out, Jerry sees the pilot on the plane) Oh my God, that's him! That's the pilot!",JERRY,108,6
0,Hey.,GEORGE,108,6
1,Really?,GEORGE,108,6
2,I've done the march in. Best feeling in the world.,GEORGE,108,6
3,Not as good. That's when you realize all the money you're losing.,GEORGE,108,6
4,"Jerry, I need to borrow your camera.",GEORGE,108,6
5,"Well, I wanna put a picture of me and my boss Mr. Morgan up at the office.",GEORGE,108,6
6,"They're reorganizing the staff, and I'm on thin ice with this guy as it is.",GEORGE,108,6
7,It better be.,GEORGE,108,6
8,"(Holding camera) Look at this, I only have one picture left... How 'bout a shot of me and Mr. Morgan?",GEORGE,108,6
9,"Why? Because we're a team! C'mon! Would you take this for us, dear? Thank you very much. Here we go... (To Morgan) Anyone ever tell you you look a lot like Sugar Ray Leonard? Yeah, you must get that all the time.",GEORGE,108,6
10,"No, not a racial thing, there really is a resemblance...",GEORGE,108,6
11,How ya doin'?,GEORGE,108,6
12,Nice day today.,GEORGE,108,6
13,"I'm George. George Costanza, you live around here?",GEORGE,108,6
14,Yo.,GEORGE,108,6
15,"Hey, Jerry, how was Ithaca?",GEORGE,108,6
16,"Hey, Jerry, what was the name of the exterminator who fumigated your apartment when you had fleas?",GEORGE,108,6
17,"Carl... Yeah, he was a nice guy.",GEORGE,108,6
18,What company was it?,GEORGE,108,6
19,"Yeah, you know we spoke for a little bit...",GEORGE,108,6
20,"No, not really.",GEORGE,108,6
21,Gotta go.,GEORGE,108,6
22,May I help you?,GEORGE,108,6
23,"Oh, yes of course, come in.",GEORGE,108,6
24,"Yes, well, if the other people in the office saw that I called an exterminator, they would just panic. Besides, this is sort of a friendly visit. Carl, right?",GEORGE,108,6
25,"Yeah, sure, we met at Jerry Seinfeld's apartment. When you fumigated for fleas over there.",GEORGE,108,6
26,"Jerry? Yes, I suppose he is white. You know, I never really thought about it. I don't see people in terms of color. You know, there's someone I'd like you to meet. Hand on... (To phone) Is Mr. Morgan in?",GEORGE,108,6
27,"He left... huh... Carl, you hungry?",GEORGE,108,6
28,"(To Carl) Oh, by the way, order anything you want, it's all on me. Just do me a tiny favor: pretend we're old friends. Oh my God! Mr. Morgan! What a coincidence, it's Mr. Morgan. Mr. Morgan, I want you to meet a dear old friend of mine, Carl.",GEORGE,108,6
29,"That's... what we used to call him in high school, the exterminator. He's a linebacker. Oh, did we have some wild times.",GEORGE,108,6
30,"I love this place. You know, Carl and I come here all the time.",GEORGE,108,6
31,"Check, please.",GEORGE,108,6
32,Mr. Morgan! Did you hear that? Mr. Morgan!,GEORGE,108,6
0,Is that the supermodel?,ELAINE,108,6
1,I thought you had a show in Ithaca.,ELAINE,108,6
2,"Well, guess what I'm doing. I'm going to Mr. Pitt's, and I am telling him that I am quitting.",ELAINE,108,6
3,I've had enough. I am marchin' in.,ELAINE,108,6
4,I'm marchin'. (Enter George),ELAINE,108,6
5,I'm marchin' in.,ELAINE,108,6
6,This is it. Wish me luck.,ELAINE,108,6
7,"Mr. Pitt, I have something to tell you.",ELAINE,108,6
8,Mr. Pitt...,ELAINE,108,6
9,What?,ELAINE,108,6
10,(Flattered) Mr. Pitt...,ELAINE,108,6
11,"Oh no no, Mr. Pitt, you mustn't. You have to check with the pharmacy before you combine anything with your heart medicine,",ELAINE,108,6
12,"We don't want anything to happen to you Mr. Pitt. We want you to live a long, long time.",ELAINE,108,6
13,Oh my God.,ELAINE,108,6
14,"Well, he gave me the morning off, I was doing a little... shopping. How did this happen?",ELAINE,108,6
15,"Mr. Pitt, you were s'posed to talk with the pharmacist.",ELAINE,108,6
16,I'm gonna go and call that pharmacist. (She exits),ELAINE,108,6
17,"Mr. Pitt, do you need anything?",ELAINE,108,6
18,You need something to sit up. Why don't I get you a pillow?,ELAINE,108,6
19,Hello?,ELAINE,108,6
20,"That's at the airport, right?",ELAINE,108,6
21,"All right, all right. You sound a little freaked out yourself.",ELAINE,108,6
22,"Calm down, I'll take care of it. (Ms. Walker looks suspicious of Elaine)",ELAINE,108,6
23,I said I'll take care of it!,ELAINE,108,6
24,Kramer.,ELAINE,108,6
25,Jerry asked me to meet his girlfriend here. Did you here about his plane in Ithaca?,ELAINE,108,6
26,"Oh, our stupid friend freaked out the pilot. Single handedly delayed the plane a whole hour. Can you believe that?",ELAINE,108,6
27,Uh huh.,ELAINE,108,6
28,"Poison you? Jerry Seinfeld tried to poison you? Wha? Mr. Pitt, what are you, delirious? He's never even met you!",ELAINE,108,6
29,Goodbye? (Elaine thinks of memories with Mr. Pitt),ELAINE,108,6
0,"Hey, how you doin'?",KRAMER,108,6
1,Name's Kramer.,KRAMER,108,6
2,"Oh I'm happy right here. Isn't this place amazing? Planes flying in from all corners of the world, and they know the minute they're arriving.",KRAMER,108,6
3,"Bet? Um, not betting.",KRAMER,108,6
4,"I haven't made a bet in three years, I-",KRAMER,108,6
5,"Okay, how much?",KRAMER,108,6
6,"You're on, cowboy!",KRAMER,108,6
7,"C'mon Seattle, let's go.",KRAMER,108,6
8,"Seattle, yeah!",KRAMER,108,6
9,"All right, c'mon, let's go again.",KRAMER,108,6
10,"All right, look, one more bet. Double or nothing. C'mon.",KRAMER,108,6
11,"All right, let me call my bank. You stay here. (He calls)",KRAMER,108,6
12,"Yeah, it's, uh, me.",KRAMER,108,6
13,"All right, listen. I need some cash.",KRAMER,108,6
14,"I just need it, that's all.",KRAMER,108,6
15,I'm at the airport.,KRAMER,108,6
16,"We've been betting on arrivals and departures. (Newman rolls eyes) But I'm down $3200 , so you've gotta get me some cash.",KRAMER,108,6
17,Sure you do.,KRAMER,108,6
18,"Oh help me man, I'm desperate!",KRAMER,108,6
19,Hey.,KRAMER,108,6
20,Good. (To Earl) Here's my collateral.,KRAMER,108,6
21,"Yeah, don't I know it.",KRAMER,108,6
22,"All right, how 'bout Ithaca vs. Boston?",KRAMER,108,6
23,Double or nothin'.,KRAMER,108,6
24,"Yeah, he was.",KRAMER,108,6
25,Oh I accept.,KRAMER,108,6
26,"Yeah, it's a pleasure doin' business with a gentleman like yourself. (Elaine enters)",KRAMER,108,6
27,Oh hi Elaine. What are you doing here?,KRAMER,108,6
28,Boy...,KRAMER,108,6
29,C'mon!,KRAMER,108,6
30,What?,KRAMER,108,6
0,What are you telling him for?,JERRY,109,6
1,"He's the busboy, you think he cares about the soup?",JERRY,109,6
2,"Elaine, it's all this guy can do to keep from killing himself. You think he's back there, talking to the chef, going, ""Hey, they like the soup! Keep it up!""?",JERRY,109,6
3,"Yep, Alec Berg. He's got a good 'John Houseman' name. Alec Beeerg. Mr. Beeerg.",JERRY,109,6
4,John Houseman?,JERRY,109,6
5,"Hi, Alec.",JERRY,109,6
6,Yeah.,JERRY,109,6
7,"Yeah, hey did I see you on TV at the Ranger game? Were those your seats right behind the glass?",JERRY,109,6
8,"Oh, I'd love to, are you sure?",JERRY,109,6
9,Gee thanks! Thanks a lot!,JERRY,109,6
10,"Alright, thanks again.",JERRY,109,6
11,"Really, thank you.",JERRY,109,6
12,Well what about these nitwits that get on a plane with nothing to read? You know who these people are?,JERRY,109,6
13,"These are the people that want to talk to you. They got nothing else to do, why not disturb you?",JERRY,109,6
14,They're the worst.,JERRY,109,6
15,"Well, what is with you?",JERRY,109,6
16,"Yeah, he's dating a crayon.",JERRY,109,6
17,Toilet paper?,JERRY,109,6
18,What are you talking about?,JERRY,109,6
19,Toilet paper's changed.,JERRY,109,6
20,It's softer.,JERRY,109,6
21,More sheets per roll,JERRY,109,6
22,Comes in a wide variety of colors.,JERRY,109,6
23,What?,JERRY,109,6
24,"Well, that's a big move, Georgie boy. Are you confident in the 'I love you' return?",JERRY,109,6
25,"Cause if you don't get that return, that's a pretty big matzoh ball hanging out there.",JERRY,109,6
26,"Well, so it wasn't a total loss.",JERRY,109,6
27,"Hey, I forgot to tell you! I got tickets to the Rangers-Devils playoff game tonight!",JERRY,109,6
28,"What about you, George?",JERRY,109,6
29,"Well, what do I do with the extra ticket?",JERRY,109,6
30,"Sure, fine with me.",JERRY,109,6
31,"""I'm hungry. Let's get something to eat.""",JERRY,109,6
32,Big matzoh ball.,JERRY,109,6
33,Those damn 'I love you' returns.,JERRY,109,6
34,"Oh, you don't know.",JERRY,109,6
35,Unless you're married.,JERRY,109,6
36,"No, people hate that.",JERRY,109,6
37,Ideally.,JERRY,109,6
38,No question about it.,JERRY,109,6
39,At the zoo?,JERRY,109,6
40,"Kramer, you threw a banana peel at a monkey?",JERRY,109,6
41,"It's a monkey, Kramer!",JERRY,109,6
42,"Well, I still think it's wrong.",JERRY,109,6
43,I'm not taking anyone's side.,JERRY,109,6
44,No.,JERRY,109,6
45,"What do I gotta call him for? I thanked him five times when he gave them to me, how many time I gotta thank him?",JERRY,109,6
46,"No, I don't believe in it. I'm taking a stand against all this over thanking.",JERRY,109,6
47,"Hey, if I knew I had to give him eight million 'thank you's, I wouldn't have taken the tickets in the first place.",JERRY,109,6
48,"Ah, you're out of your mind.",JERRY,109,6
49,"I gotta get a suit cleaned, I have a funeral on Friday.",JERRY,109,6
50,Remember the guy who pretended he had cancer so O would buy him the toupee?,JERRY,109,6
51,"No, car accident. He was trying to adjust his toupee while he was driving and he lost control of the car.",JERRY,109,6
52,The one Puddy screamed at in the car?,JERRY,109,6
53,"Well, that's what you get for getting mixed up with a face painter.",JERRY,109,6
54,Gotta support the team.,JERRY,109,6
55,Hm.,JERRY,109,6
56,Hm.,JERRY,109,6
57,Hm.,JERRY,109,6
58,"(noticing Alec Berg walk in, whispers) Hey, Alec!",JERRY,109,6
59,Did you see that? What kind of a 'hello' was that?,JERRY,109,6
60,"I mean, do you think it's possible that he's mad at me because he didn't get the day-after 'thank you'?",JERRY,109,6
61,Yeah.,JERRY,109,6
62,"Yeah, yeah, that's kinda what he gave me.",JERRY,109,6
63,Hey.,JERRY,109,6
64,Well?,JERRY,109,6
65,"Well, I don't think that's gonna happen.",JERRY,109,6
66,What?,JERRY,109,6
67,Are you gonna say it again?,JERRY,109,6
68,"What? After what you just went through, I thought you said you'd never say it again.",JERRY,109,6
69,He's gonna talk into her other ear.,JERRY,109,6
70,"Yeah, I saw him.",JERRY,109,6
71,"Well, not exactly.",JERRY,109,6
72,I don't know if he's mad.,JERRY,109,6
73,"Well, I didn't really get a good 'hello', but see, I was at a funeral.",JERRY,109,6
74,"See, so I don't know if I got a funeral 'hello' or he was mad because he didn't get his day-after 'thank you'.",JERRY,109,6
75,"Look, what do you want me to do?",JERRY,109,6
76,"No. No, I can't!",JERRY,109,6
